event,date,region,netplay,version,p1name,p1char1,p1char2,p1char3,p2name,p2char1,p2char2,p2char3,url
PSN Skullbats,2018-11-10,North America,1,2E+ Final,Avian,PS,N,N,iDante,BW,N,N,https://youtu.be/6lLkeDfPcTE?list=PLP4XbZeMyWhZkKQjSEsp_85RjzTRYRUKN
Casual Matches,2018-11-10,Oceania,1,2E+ Final,Eterpay,VA,RF,FU,Demise,FI,FU,N,https://youtu.be/7as2v8ByzhM
Casual Matches,2018-11-11,North America,1,2E+ Final,wingit,VA,PC,N,2z,PS,FI,DB,https://youtu.be/gc0sDdoDlKA
Casual Matches,2018-11-12,North America,1,2E+ Final,wingit,VA,PC,N,Dud,RF,N,N,https://youtu.be/uslChkqOzgA
Casual Matches,2018-11-12,North America,1,2E+ Final,ShakyFingers,BB,CE,N,wingit,VA,PC,N,https://youtu.be/AyUDX5PehRc
Bankstown Runbacks,2018-11-13,Oceania,0,2E+ Final,SeaJay,CE,BB,N,Kaduseon,PC,RF,BB,https://www.youtube.com/watch?v=s1EAHHqwxJI&t=53s
Bankstown Runbacks,2018-11-13,Oceania,0,2E+ Final,Ramsnacks,MF,DB,BB,Crazy Diamond,VA,CE,BB,https://www.youtube.com/watch?v=s1EAHHqwxJI&t=12m25s
Bankstown Runbacks,2018-11-13,Oceania,0,2E+ Final,Ramsnacks,MF,DB,BB,Kaduseon,PC,RF,BB,https://www.youtube.com/watch?v=s1EAHHqwxJI&t=27m17s
Bankstown Runbacks,2018-11-13,Oceania,0,2E+ Final,Ramsnacks,MF,DB,BB,Crazy Diamond,VA,CE,BB,https://www.youtube.com/watch?v=s1EAHHqwxJI&t=40m30s
Casual Matches,2018-11-13,Oceania,1,2E+ Final,Age,PS,N,N,Danyku,FU,N,N,https://youtu.be/dA3rVGheMCc
Casual Matches,2018-11-13,North America,1,2E+ Final,wingit,VA,PC,N,Nano,PC,CE,BB,https://youtu.be/pqGbp1fmrRA
Casual Matches,2018-11-13,North America,1,2E+ Final,wingit,VA,PC,N,DRC,PW,SQ,BB,https://youtu.be/zUX_Je3t37Q
Casual Matches,2018-11-13,North America,1,2E+ Final,D-Money107,EL,N,N,fenster,RF,N,N,https://youtu.be/J-jr8ZuYfEo?t=11s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,Customer Service Heropon,DB,PC,BB,gelato,PS,DB,CE,https://youtu.be/3fvNeRCvVfo?t=37m47s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,GG8 | BucYoyo,PS,SQ,DB,SGLE | Tom Ham,FI,DB,BB,https://youtu.be/3fvNeRCvVfo?t=51m34s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,Facade,PS,FI,DB,gelato,PS,DB,CE,https://youtu.be/3fvNeRCvVfo?t=1h5m39s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,GG8 | BucYoyo,PS,SQ,DB,gexabra,SQ,BB,N,https://youtu.be/3fvNeRCvVfo?t=1h19m28s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,GG8 | BucYoyo,PS,SQ,DB,gelato,PS,DB,CE,https://youtu.be/3fvNeRCvVfo?t=1h35m55s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,Customer Service Heropon,DB,PC,BB,Facade,MF,FI,DB,https://youtu.be/3fvNeRCvVfo?t=1h51m16s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,Facade,MF,FI,DB,GG8 | BucYoyo,PS,SQ,DB,https://youtu.be/3fvNeRCvVfo?t=2h5m10s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,GG8 | BucYoyo,PS,SQ,DB,gelato,PS,DB,CE,https://youtu.be/3fvNeRCvVfo?t=2h17m19s
Skullgirls Be Gr8,2018-11-14,North America,1,2E+ Final,gelato,PS,DB,CE,GG8 | BucYoyo,PS,SQ,DB,https://youtu.be/hmoyGJdQbow?t=1m
Casual Matches,2018-11-14,North America,1,2E+ Final,wingit,VA,PC,N,Tonberry,FU,N,N,https://youtu.be/STTaBB8Y7eY
Casual Matches,2018-11-15,North America,1,2E+ Final,wingit,VA,PC,N,PME,MF,PW,N,https://youtu.be/UeFPBMixD88
Casual Matches,2018-11-15,North America,1,2E+ Final,wingit,VA,PC,N,Tonberry,FU,N,N,https://youtu.be/JsCbC2gSG-A
Casual Matches,2018-11-16,North America,1,2E+ Final,ShakyFingers,BB,CE,N,WingZero,FI,N,N,https://youtu.be/ytC1SRCAy0A
Casual Matches,2018-11-16,Europe,1,2E+ Final,Blob,EL,DB,N,Servan,VA,SQ,N,https://youtu.be/8ARsJFFMOSE
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Kaduseon,PC,RF,BB,LasorGamer,BW,N,N,https://youtu.be/H4oqOaWqIiQ?t=24m15s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Luminum,VA,EL,BB,danyku,FU,N,N,https://youtu.be/H4oqOaWqIiQ?t=30m29s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Kaduseon,PC,RF,BB,https://youtu.be/H4oqOaWqIiQ?t=36m56s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,SeaJay,CE,BB,N,mute,FI,PS,N,https://youtu.be/H4oqOaWqIiQ?t=43m50s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Age,PS,DB,FU,danyku,FU,N,N,https://youtu.be/H4oqOaWqIiQ?t=51m38s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Kaduseon,PC,RF,BB,mute,FI,PS,N,https://youtu.be/H4oqOaWqIiQ?t=1h5m19s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Hagith Roanoke,MF,BW,N,Mao,DB,BB,PC,https://youtu.be/H4oqOaWqIiQ?t=1h17m15s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,JediLink,SQ,BB,N,SeaJay,CE,BB,N,https://youtu.be/H4oqOaWqIiQ?t=1h24m23s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Age,PS,DB,FU,Mao,DB,BB,PC,https://youtu.be/H4oqOaWqIiQ?t=1h34m20s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Mao,DB,BB,PC,https://youtu.be/H4oqOaWqIiQ?t=1h44m51s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,Age,PS,DB,FU,Kaduseon,PC,RF,BB,https://youtu.be/H4oqOaWqIiQ?t=1h51m36s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,danyku,FU,N,N,SeaJay,CE,BB,N,https://youtu.be/H4oqOaWqIiQ?t=2h2m46s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,danyku,FU,N,N,Kaduseon,PC,RF,BB,https://youtu.be/H4oqOaWqIiQ?t=2h9m34s
Skullgirls OCE Ranbats,2018-11-16,Oceania,1,2E+ Final,JediLink,SQ,N,N,Kaduseon,PC,RF,BB,https://youtu.be/H4oqOaWqIiQ?t=2h20m40s
Casual Matches,2018-11-16,North America,1,2E+ Final,wingit,VA,PC,N,Nano,PC,CE,BB,https://youtu.be/iemYKJV60cQ
Skullgalz Showdown,2018-11-16,North America,1,2E+ Final,Rabbleflaggers,BW,PW,BB,MNB | Clawmaster,SQ,BB,N,https://youtu.be/wh10m3TibBY?t=2m34s
Skullgalz Showdown,2018-11-16,North America,1,2E+ Final,Customer Service Heropon,DB,PC,BB,Rabbleflaggers,BW,PW,BB,https://youtu.be/wh10m3TibBY?t=13m34s
Skullgalz Showdown,2018-11-16,North America,1,2E+ Final,MNB | Clawmaster,SQ,BB,N,Customer Service Heropon,DB,PC,BB,https://youtu.be/wh10m3TibBY?t=22m20s
Skullgalz Showdown,2018-11-16,North America,1,2E+ Final,Rabbleflaggers,BW,PW,BB,Customer Service Heropon,DB,PC,BB,https://youtu.be/wh10m3TibBY?t=30m47s
Casual Matches,2018-11-17,North America,1,2E+ Final,wingit,VA,PC,N,Keith,FI,CE,DB,https://youtu.be/vdjWjYJR2YY
PSN Skullbats,2018-11-17,North America,1,2E+ Final,Dud,PS,RF,DB,RoyalHeartv2,EL,RF,N,https://youtu.be/ulj3h16FXjE
PSN Skullbats,2018-11-17,North America,1,2E+ Final,Dud,RF,DB,PS,Faulty,BW,SQ,FU,https://youtu.be/DliEu5cBkRw
PSN Skullbats,2018-11-17,North America,1,2E+ Final,Renegade Cat,DB,N,N,iDante,BW,N,N,https://youtu.be/1wQ55U1dcvY
PSN Skullbats,2018-11-17,North America,1,2E+ Final,iDante,BW,N,N,Faulty,BW,SQ,N,https://youtu.be/j1WeTtQhfes
PSN Skullbats,2018-11-17,North America,1,2E+ Final,Keith,RF,EL,N,Flamingo,FI,DB,N,https://youtu.be/oAh-W1kTbM4
PSN Skullbats,2018-11-17,North America,1,2E+ Final,Faulty,FU,SQ,BW,Dud,RF,DB,PS,https://youtu.be/Uq_AhmiMcgw
Casual Matches,2018-11-18,Asia,1,2E+ Final,Magicman,FI,PW,N,RedDice,DB,PW,N,https://youtu.be/kP279HB3xec?t=2m24s
Casual Matches,2018-11-18,Asia,1,2E+ Final,Unknown Player,BW,BB,N,Magicman,BW,PW,N,https://youtu.be/kP279HB3xec?t=26m14s
Casual Matches,2018-11-18,Asia,1,2E+ Final,BJH,MF,DB,N,Magicman,MF,CE,N,https://youtu.be/kP279HB3xec?t=39m31s
Casual Matches,2018-11-18,Asia,1,2E+ Final,Magicman,FI,PW,N,penpen,PS,DB,BW,https://youtu.be/kP279HB3xec?t=50m43s
Casual Matches,2018-11-18,Asia,1,2E+ Final,Magicman,FI,PW,N,Levitonic,SQ,EL,N,https://youtu.be/kP279HB3xec?t=1h25m50s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Hipper,FU,DB,N,Tiago,BW,CE,N,https://youtu.be/HnVKL5dB96s?t=16m12s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Laggie,MF,DB,N,Takato,PC,N,N,https://youtu.be/HnVKL5dB96s?t=26m28s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,nai,CE,N,N,Carneiro,BW,BB,EL,https://youtu.be/HnVKL5dB96s?t=33m20s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Dotachin,BW,BB,N,Takato,PC,N,N,https://youtu.be/HnVKL5dB96s?t=46m51s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Laggie,MF,DB,N,Plaxcaster,CE,BB,N,https://youtu.be/HnVKL5dB96s?t=53m
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Hipper,FU,DB,N,Carneiro,BW,BB,EL,https://youtu.be/HnVKL5dB96s?t=1h4m15s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Plaxcaster,VA,CE,BB,Tiago,BW,CE,N,https://youtu.be/HnVKL5dB96s?t=1h17m57s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Tiago,BW,CE,N,Laggie,MF,DB,N,https://youtu.be/HnVKL5dB96s?t=1h29m15s
Brasil Sunday Showdown,2018-11-19,South America,1,2E+ Final,Hipper,FU,DB,N,Plaxcaster,CE,BB,N,https://youtu.be/HnVKL5dB96s?t=1h39m13s
Casual Matches,2018-11-19,North America,1,2E+ Final,wingit,VA,PC,N,Bacon,BW,N,N,https://youtu.be/3qgKKL4t2gc
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,Raz,DB,CE,FI,SOMF | Turvon,DB,CE,BB,https://youtu.be/VbyC38ul5zA?t=14m53s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,iControl,VA,CE,DB,Chuck N. Plazma,PC,BB,PW,https://youtu.be/VbyC38ul5zA?t=27m20s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,SOMF | Turvon,DB,CE,BB,softie,FU,DB,PW,https://youtu.be/VbyC38ul5zA?t=39m44s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,gelato,PS,DB,CE,Chuck N. Plazma,PC,BB,PW,https://youtu.be/VbyC38ul5zA?t=48m24s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,iControl,VA,CE,DB,softie,FU,DB,PW,https://youtu.be/VbyC38ul5zA?t=59m26s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,Raz,DB,CE,FI,Chuck N. Plazma,PW,BB,PC,https://youtu.be/VbyC38ul5zA?t=1h12m18s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,gelato,PS,DB,CE,SOMF | Turvon,DB,CE,BB,https://youtu.be/VbyC38ul5zA?t=1h28m16s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,Raz,DB,CE,FI,iControl,VA,CE,DB,https://youtu.be/VbyC38ul5zA?t=1h35m30s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,Raz,DB,CE,FI,SOMF | Turvon,DB,CE,BB,https://youtu.be/VbyC38ul5zA?t=1h47m38s
Monday Night Blockbuster,2018-11-19,North America,1,2E+ Final,gelato,PS,DB,CE,Raz,DB,CE,FI,https://youtu.be/VbyC38ul5zA?t=2h5m11s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Magicman,PC,PW,N,Poccola,PS,EL,N,https://youtu.be/h6tJamHey_4?t=1s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Magicman,FI,PW,PS,beerango,PW,PC,FU,https://youtu.be/h6tJamHey_4?t=2m3s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Magicman,FI,PW,PS,loug,SQ,BB,CE,https://youtu.be/h6tJamHey_4?t=4m8s
Casual Matches,2018-11-20,Asia,1,2E+ Final,loug,SQ,BB,CE,Magicman,FI,PW,PS,https://youtu.be/h6tJamHey_4?t=5m22s
Casual Matches,2018-11-20,Asia,1,2E+ Final,proto_cat,MF,DB,N,Poccola,PS,EL,N,https://youtu.be/h6tJamHey_4?t=7m2s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Magicman,PC,PW,N,Poccola,PS,EL,N,https://youtu.be/h6tJamHey_4?t=8m45s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,PS,SQ,EL,beerango,FI,BB,N,https://youtu.be/h6tJamHey_4?t=11m8s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,PS,SQ,EL,beerango,FI,BB,N,https://youtu.be/h6tJamHey_4?t=12m59s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Magicman,FI,PW,PS,loug,SQ,BB,CE,https://youtu.be/h6tJamHey_4?t=15m18s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,PS,EL,N,beerango,FI,BB,N,https://youtu.be/h6tJamHey_4?t=16m33s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,PS,EL,N,beerango,PW,PC,N,https://youtu.be/h6tJamHey_4?t=18m40s
Casual Matches,2018-11-20,Asia,1,2E+ Final,beerango,PW,FI,N,Poccola,PS,EL,N,https://youtu.be/h6tJamHey_4?t=20m14s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,PS,EL,FI,beerango,DB,SQ,N,https://youtu.be/h6tJamHey_4?t=22m3s
Casual Matches,2018-11-20,Asia,1,2E+ Final,Poccola,FI,PS,EL,beerango,FI,BB,N,https://youtu.be/h6tJamHey_4?t=24m40s
Casual Matches,2018-11-20,North America,1,2E+ Final,Tonberry,FU,N,N,Dud,PS,RF,DB,https://youtu.be/jZpUtlKYsFE
Casual Matches,2018-11-20,North America,1,2E+ Final,wingit,VA,PC,N,Nadeko,PS,RF,FU,https://youtu.be/xMB1arLRRGk
Casual Matches,2018-11-21,North America,1,2E+ Final,softie,FU,DB,PW,SwiftfoxDash,PC,CE,N,https://youtu.be/SSTvRuFmoHY
Casual Matches,2018-11-21,Europe,1,2E+ Final,Neffros,VA,SQ,N,Ranger,VA,CE,N,https://youtu.be/tnaMfqh8hz8
Casual Matches,2018-11-21,Oceania,1,2E+ Final,Yoma,FI,BB,N,Age,EL,DB,N,https://youtu.be/WLS8QcTqipo
Casual Matches,2018-11-21,North America,1,2E+ Final,wingit,PS,CE,N,Epic_Earthbound,PC,CE,N,https://youtu.be/aH27j_E0BGY
Casual Matches,2018-11-22,North America,1,2E+ Final,RoyalHeartv2,EL,N,N,Dud,PS,RF,DB,https://youtu.be/FTnXBe8FMps
Casual Matches,2018-11-22,North America,1,2E+ Final,Tonberry,FU,N,N,wingit,VA,PC,N,https://youtu.be/lzqYUAVcYCs
Casual Matches,2018-11-22,North America,1,2E+ Final,wingit,VA,PC,N,Adeveis,PS,SQ,BB,https://youtu.be/EKU4hPz70dk
Casual Matches,2018-11-22,North America,1,2E+ Final,Dud,PS,RF,DB,Turvon,DB,CE,BB,https://youtu.be/kWdkZGXrlw4
Casual Matches,2018-11-22,North America,1,2E+ Final,wingit,VA,PC,N,Adeveis,PS,SQ,BB,https://youtu.be/EKU4hPz70dk
Casual Matches,2018-11-22,North America,1,2E+ Final,Tonberry,FU,N,N,wingit,VA,PC,N,https://youtu.be/lzqYUAVcYCs
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Makinami,VA,N,N,LasorGamer,BW,N,N,https://youtu.be/EI69FAlLMWU?t=5m22s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Ramsnacks,BB,N,N,Project_Munt,VA,RF,FU,https://youtu.be/EI69FAlLMWU?t=8m29s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Luminum,VA,EL,BB,Yoma,BW,BB,N,https://youtu.be/EI69FAlLMWU?t=19m6s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Mao,DB,BB,PC,Yoma,BW,BB,N,https://youtu.be/EI69FAlLMWU?t=29m46s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Makinami,VA,N,N,https://youtu.be/EI69FAlLMWU?t=38m25s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Project_Munt,VA,RF,FU,JediLink,SQ,BB,N,https://youtu.be/EI69FAlLMWU?t=44m42s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Yoma,BW,BB,N,Ramsnacks,BB,N,N,https://youtu.be/EI69FAlLMWU?t=57m42s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Mao,DB,BB,PC,https://youtu.be/EI69FAlLMWU?t=1h12m8s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Yoma,BW,BB,N,Project_Munt,VA,RF,FU,https://youtu.be/EI69FAlLMWU?t=1h20m25s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Yoma,FI,BB,N,Mao,DB,BB,PC,https://youtu.be/EI69FAlLMWU?t=1h33m58s
Skullgirls OCE Ranbats,2018-11-23,Oceania,1,2E+ Final,Mao,DB,BB,PC,JediLink,SQ,BB,N,https://youtu.be/EI69FAlLMWU?t=1h45m15s
Casual Matches,2018-11-23,North America,1,2E+ Final,ShakyFingers,BB,CE,N,wingit,VA,PC,N,https://youtu.be/NBJtBV5b3rY
Casual Matches,2018-11-24,North America,1,2E+ Final,ShakyFingers,BB,CE,N,wingit,VA,PC,N,https://youtu.be/75rBDM0XlwI
PSN Skullbats,2018-11-24,North America,1,2E+ Final,DRC,PW,SQ,BB,Avian,PS,DB,FU,https://youtu.be/NGbiOI3bZ7Y
PSN Skullbats,2018-11-24,North America,1,2E+ Final,Dud,RF,DB,PS,Avian,PS,DB,FU,https://youtu.be/s2xQJuX3gNM
PSN Skullbats,2018-11-24,North America,1,2E+ Final,Dud,RF,DB,PS,DRC,PW,SQ,BB,https://youtu.be/2Q-Hqz_-K48
PSN Skullbats,2018-11-24,North America,1,2E+ Final,Avian,PS,DB,FU,iDante,BW,N,N,https://youtu.be/BwF-L2LArj0
PSN Skullbats,2018-11-24,North America,1,2E+ Final,iDante,BW,N,N,Dud,PS,RF,DB,https://youtu.be/d5MKHTqAS9Q
Casual Matches,2018-11-25,North America,1,2E+ Final,wingit,VA,PC,N,Dud,PS,RF,DB,https://youtu.be/yx6aR0tk3JQ
Casual Matches,2018-11-25,North America,1,2E+ Final,wingit,VA,PC,N,Dud,PS,RF,DB,https://youtu.be/EnRf6xao6YQ
Casual Matches,2018-11-26,North America,1,2E+ Final,wingit,VA,PC,N,DRC,PW,SQ,BB,https://youtu.be/zOXmMV2bQzA
Casual Matches,2018-11-27,North America,1,2E+ Final,Dud,PS,RF,DB,wingit,VA,PC,N,https://youtu.be/90d0VOrvgl8
Casual Matches,2018-11-27,North America,1,2E+ Final,wingit,PS,VA,PC,Syrup,FI,PS,SQ,https://youtu.be/kYeCIG7J4nY
Casual Matches,2018-11-28,North America,1,2E+ Final,Nano,PC,CE,BB,wingit,VA,PC,N,https://youtu.be/emelNkLVHPc
WNF Orange County,2018-11-28,North America,0,2E+ Final,jmz,CE,PW,EL,SploogieMcNoodle,PS,BW,N,https://www.twitch.tv/videos/342163200?t=01h18m54s
WNF Orange County,2018-11-28,North America,0,2E+ Final,Bonanze,BW,BB,CE,bang,BW,BB,N,https://www.twitch.tv/videos/342163200?t=01h31m36s
WNF Orange County,2018-11-28,North America,0,2E+ Final,SploogieMcNoodle,PS,BW,N,bang,BW,BB,N,https://www.twitch.tv/videos/342163200?t=01h38m19s
WNF Orange County,2018-11-28,North America,0,2E+ Final,SploogieMcNoodle,PS,BW,N,jmz,CE,PW,EL,https://www.twitch.tv/videos/342163200?t=01h43m43s
Casual Matches,2018-11-29,North America,1,2E+ Final,RobRob,PS,RF,EL,wingit,PS,VA,PC,https://youtu.be/kl-HqgSnIwE
Casual Matches,2018-11-29,North America,1,2E+ Final,Panda,EL,BW,N,wingit,VA,PC,N,https://youtu.be/HW-bW08iGM8
Casual Matches,2018-11-30,North America,1,2E+ Final,wingit,PS,VA,PC,eternal guardian,EL,FI,VA,https://youtu.be/M7TKGRsjM0Q
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,EveStitch,SQ,MF,N,Ya_Boy_Yoshi,MF,N,N,https://www.twitch.tv/videos/343459574?t=00h41m57s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,Squid,BB,BW,N,Bog_Bond,BB,N,N,https://www.twitch.tv/videos/343459574?t=00h59m58s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,Azure,FU,DB,N,EveStitch,MF,N,N,https://www.twitch.tv/videos/343459574?t=01h09m32s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,DuduzaoGameplay,BB,SQ,N,Squid,BB,BW,N,https://www.twitch.tv/videos/343459574?t=01h18m06s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,Ya_Boy_Yoshi,MF,N,N,Squid,BB,BW,N,https://www.twitch.tv/videos/343459574?t=01h27m17s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,EveStitch,MF,N,N,Bog_Bond,BB,N,N,https://www.twitch.tv/videos/343459574?t=01h37m36s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,Squid,BB,BW,N,Bog_Bond,BB,N,N,https://www.twitch.tv/videos/343459574?t=01h45m55s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,DuduzaoGameplay,BB,SQ,N,Azure,FU,DB,N,https://www.twitch.tv/videos/343459574?t=01h55m00s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,Azure,FU,DB,N,Bog_Bond,BB,N,N,https://www.twitch.tv/videos/343459574?t=02h03m07s
Skullgirls Biweekly Encore,2018-11-30,North America,1,2E+ Final,DuduzaoGameplay,BB,SQ,N,Azure,FU,DB,N,https://www.twitch.tv/videos/343459574?t=02h15m11s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,mute,FI,PS,N,DEMACLIO,FU,BW,N,https://youtu.be/j4Q_dF-IfqY?t=12m59s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Yoma,BW,BB,N,Robo-Forte,PW,BB,N,https://youtu.be/j4Q_dF-IfqY?t=15m45s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Yoma,BW,BB,N,Ramsnacks,MF,DB,BB,https://youtu.be/j4Q_dF-IfqY?t=24m22s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Luminum,VA,EL,BB,Mao,DB,BB,PC,https://youtu.be/j4Q_dF-IfqY?t=34m15s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,mute,FI,PS,N,JediLink,SQ,BB,N,https://youtu.be/j4Q_dF-IfqY?t=45m
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Age,FU,DB,PS,Hagith Roanoke,MF,BW,N,https://youtu.be/j4Q_dF-IfqY?t=51m14s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Yoma,BW,BB,N,JediLink,PS,SQ,N,https://youtu.be/j4Q_dF-IfqY?t=58m39s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Age,FU,DB,PS,Mao,DB,BB,PC,https://youtu.be/j4Q_dF-IfqY?t=1h7m26s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Luminum,VA,EL,BB,https://youtu.be/j4Q_dF-IfqY?t=1h20m39s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Mao,DB,BB,PC,Ramsnacks,MF,DB,BB,https://youtu.be/j4Q_dF-IfqY?t=1h29m30s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Yoma,BW,BB,N,Age,FU,DB,PS,https://youtu.be/j4Q_dF-IfqY?t=1h42m58s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Ramsnacks,MF,DB,BB,JediLink,SQ,BB,N,https://youtu.be/j4Q_dF-IfqY?t=1h55m11s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,JediLink,SQ,BB,N,Yoma,BW,BB,N,https://youtu.be/j4Q_dF-IfqY?t=2h5m51s
Skullgirls OCE Ranbats,2018-11-30,Oceania,1,2E+ Final,Age,FU,DB,PS,JediLink,SQ,BB,N,https://youtu.be/j4Q_dF-IfqY?t=2h11m56s
Casual Matches,2018-12-01,North America,1,2E+ Final,Tonberry,FI,N,N,wingit,PS,N,N,https://youtu.be/8GSa_qw7X0Q
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Nano,PC,CE,BB,W.Raven,VA,MF,N,https://youtu.be/s03lWyWXVz8
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Ninjapls,VA,RF,EL,Flamingo,RF,EL,N,https://youtu.be/f1MgTbuwFKA
PSN Skullbats,2018-12-01,North America,1,2E+ Final,RoyalHeartv2,EL,N,N,Turvon,DB,CE,BB,https://youtu.be/FSNXrRKdunU
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Ninjapls,VA,RF,EL,Dud,PS,RF,DB,https://youtu.be/j_jCrX0vG7Q
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Turvon,DB,CE,BB,Keith,FI,DB,N,https://youtu.be/4vfi7Juoke4
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Nano,BB,PC,CE,Ninjapls,VA,RF,EL,https://youtu.be/7vjaw9utUt0
PSN Skullbats,2018-12-01,North America,1,2E+ Final,Ninjapls,VA,DB,EL,Turvon,DB,CE,BB,https://youtu.be/_gX5n4XQvVw
