event,date,region,netplay,version,p1name,p1char1,p1char2,p1char3,p2name,p2char1,p2char2,p2char3,url
Bankstown Runbacks,2019-09-14,Oceania,0,2E+ Final,Kaduseon,PC,BB,N,pepsi,BW,BB,N,https://www.youtube.com/watch?v=DPcxLfPHCkg&t=1132s
Bankstown Runbacks,2019-09-14,Oceania,0,2E+ Final,Kaduseon,PC,BB,N,SeaJay,CE,DB,BB,https://www.youtube.com/watch?v=DPcxLfPHCkg&t=1674s
Bankstown Runbacks,2019-09-14,Oceania,0,2E+ Final,SeaJay,CE,DB,BB,Crazy Diamond,VA,CE,N,https://www.youtube.com/watch?v=DPcxLfPHCkg&t=2017s
Casual Matches,2019-09-14,North America,1,2E+ Final,Wingit,PC,N,N,Adeveis,FI,N,N,https://youtu.be/kh11ks-WsiQ
Casual Matches,2019-09-16,North America,1,2E+ Final,Wingit,PC,N,N,Godface,MF,BW,N,https://youtu.be/XcTzeyYSJgM
Skullgirls OCE Danisen,2019-09-16,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,Carriage,RF,N,N,https://www.youtube.com/watch?v=lYcMNzlliIs&t=0s
Skullgirls OCE Danisen,2019-09-16,Oceania,1,2E+ Final,Age,BW,PW,BB,cobalt,PS,FI,N,https://www.youtube.com/watch?v=lYcMNzlliIs&t=638s
Skullgirls OCE Danisen,2019-09-16,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,chimps,FI,PS,BB,https://www.youtube.com/watch?v=lYcMNzlliIs&t=1730s
Skullgirls OCE Danisen,2019-09-16,Oceania,1,2E+ Final,Mao,DB,BB,PC,pepsi,BW,BB,N,https://www.youtube.com/watch?v=lYcMNzlliIs&t=2525s
Skullgirls OCE Danisen,2019-09-16,Oceania,1,2E+ Final,Hagith,MF,BW,N,Ramsnacks,MF,DB,BB,https://www.youtube.com/watch?v=lYcMNzlliIs&t=3050s
Casual Matches,2019-09-17,Europe,1,2E+ Final,Mr Peck,PC,RF,PS,Sanji,BB,PC,BW,https://youtu.be/6mcRKcmpbl0?t=7s
Casual Matches,2019-09-18,North America,1,2E,Andra,VA,SQ,CE,Wingit,PC,N,N,https://youtu.be/vaH_xI2-ekU
Casual Matches,2019-09-19,North America,1,2E+ Final,Nano,BB,N,N,Wingit,PC,N,N,https://youtu.be/ZC7x0PqNaUQ
Casual Matches,2019-09-20,North America,1,2E+ Final,Wingit,PC,N,N,Faulty,FU,N,N,https://youtu.be/MhsM6S0-4Ho
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Hagith,MF,BW,N,Luminum,VA,EL,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=228s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Mao,DB,BB,PC,MiyKam,FU,FI,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=584s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,chimps,PS,N,N,Fox,PS,N,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=940s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,cobalt,PS,FI,N,Thatguy770,EL,N,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=1210s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Mao,DB,BB,PC,Hagith,MF,BW,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=1485s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,chimps,FI,PS,BB,cobalt,PS,FI,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=2115s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,cobalt,PS,FI,N,Luminum,VA,EL,N,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=2620s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Mao,DB,BB,PC,chimps,PS,FI,BB,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=3120s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Hagith,MF,BW,N,chimps,FI,PS,BB,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=3950s
Skullgirls OCE Ranbats,2019-09-20,Oceania,1,2E+ Final,Mao,DB,BB,PC,chimps,PS,FI,BB,https://www.youtube.com/watch?v=r0Cdt58p1Vw&t=4595s
Casual Matches,2019-09-21,North America,1,2E+ Final,Seen Connroy,BW,N,N,Wingit,PC,N,N,https://youtu.be/vcfNr03qCio
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Pangas,MF,EL,N,JediLink,SQ,BB,N,https://youtu.be/W2XwW7Rqw3o
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,SeaJay,CE,DB,BB,Ramsnacks,MF,DB,BB,https://youtu.be/W2XwW7Rqw3o?t=282
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Kaduseon,PC,BB,N,Demise,FI,N,N,https://youtu.be/W2XwW7Rqw3o?t=715
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,pepsi,BW,BB,N,Demise,FI,N,N,https://youtu.be/W2XwW7Rqw3o?t=1197
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Ramsnacks,MF,DB,BB,Pangas,MF,EL,N,https://youtu.be/W2XwW7Rqw3o?t=1249
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,SeaJay,CE,DB,BB,JediLink,SQ,BB,N,https://youtu.be/W2XwW7Rqw3o?t=1550
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,SeaJay,CE,DB,BB,Demise,FI,N,N,https://youtu.be/W2XwW7Rqw3o?t=1883
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Kaduseon,PC,BB,N,Ramsnacks,MF,DB,BB,https://youtu.be/W2XwW7Rqw3o?t=2440
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Kaduseon,PC,BB,N,SeaJay,CE,DB,BB,https://youtu.be/W2XwW7Rqw3o?t=2955
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Crazy Diamond,VA,CE,N,JediLink,SQ,BB,N,https://youtu.be/W2XwW7Rqw3o?t=3503
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Crazy Diamond,VA,CE,N,SeaJay,CE,DB,BB,https://youtu.be/W2XwW7Rqw3o?t=3832
OzHadou Nationals,2019-09-22,Oceania,0,2E+ Final,Crazy Diamond,VA,CE,N,JediLink,SQ,BB,N,https://youtu.be/W2XwW7Rqw3o?t=4390
Casual Matches,2019-09-22,Oceania,1,2E+ Final,Age,EL,DB,N,Demise,FI,N,N,https://youtu.be/ku_IJmlJ-yU
Casual Matches,2019-09-22,North America,1,2E+ Final,ShakyFingers,BW,BB,CE,WIngit,PC,N,N,https://youtu.be/B2K-WYLud5U
Casual Matches,2019-09-23,North America,1,2E+ Final,WIngit,PC,N,N,Cuban Chris,VA,CE,BB,https://youtu.be/x_NvPKxtos4
Casual Matches,2019-09-23,North America,1,2E+ Final,softie,DB,FU,PW,MPGame,VA,RF,BW,https://youtu.be/CJeuPSKo0kg
Skullgirls OCE Danisen,2019-09-23,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,cobalt,PS,FI,N,https://youtu.be/vkoXIzunNkU?t=3
Skullgirls OCE Danisen,2019-09-23,Oceania,1,2E+ Final,CM,PW,BB,N,pepsi,BW,BB,N,https://youtu.be/vkoXIzunNkU?t=698
Skullgirls OCE Danisen,2019-09-23,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Hagith,MF,BW,N,https://youtu.be/vkoXIzunNkU?t=1090
Skullgirls OCE Danisen,2019-09-23,Oceania,1,2E+ Final,Age,BW,PW,BB,chimps,PS,FI,BB,https://youtu.be/vkoXIzunNkU?t=2008
Skullgirls OCE Danisen,2019-09-23,Oceania,1,2E+ Final,Ramsnacks,MF,PW,BB,Mao,DB,BB,PC,https://youtu.be/vkoXIzunNkU?t=2805
Casual Matches,2019-09-24,North America,1,2E+ Final,Wingit,PC,N,N,Adeveis,SQ,BB,N,https://youtu.be/3afSARvOk-g
Casual Matches,2019-09-25,Oceania,1,2E+ Final,Kaduseon,PC,BB,N,Demise,FI,N,N,https://youtu.be/kXikCdW-fB0
Casual Matches,2019-09-25,Oceania,0,2E+ Final,JediLink,SQ,BB,N,Demise,FI,N,N,https://youtu.be/I1zMG4zAuQk
Casual Matches,2019-09-25,North America,1,2E+ Final,Wingit,PC,N,N,Rurouni,PS,SQ,N,https://youtu.be/HEddlqHSFt0
Casual Matches,2019-09-26,North America,1,2E,Wingit,PC,N,N,Destructor,BB,FU,N,https://youtu.be/-BkGLBpiM5M
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Luminum,VA,EL,N,Carriage,RF,N,N,https://youtu.be/P18C51x0jGQ?t=203
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Kaduseon,PC,BB,N,Drip,MF,N,N,https://youtu.be/P18C51x0jGQ?t=658
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,pepsi,BW,BB,N,https://youtu.be/P18C51x0jGQ?t=1012
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,cobalt,PS,FI,N,Hagith,MF,BW,N,https://youtu.be/P18C51x0jGQ?t=1747
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Luminum,VA,EL,N,chimps,PS,FI,BB,https://youtu.be/P18C51x0jGQ?t=2177
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Drip,MF,N,N,https://youtu.be/P18C51x0jGQ?t=2767
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Luminum,VA,EL,N,Hagith,MF,BW,N,https://youtu.be/P18C51x0jGQ?t=3251
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,cobalt,PS,FI,N,chimps,PS,FI,BB,https://youtu.be/P18C51x0jGQ?t=3928
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,pepsi,BW,BB,N,Kaduseon,PC,BB,N,https://youtu.be/P18C51x0jGQ?t=4590
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,chimps,PS,FI,BB,https://youtu.be/P18C51x0jGQ?t=5156
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Luminum,VA,EL,N,pepsi,BW,BB,N,https://youtu.be/P18C51x0jGQ?t=6038
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,cobalt,FI,PS,N,Kaduseon,PC,BB,N,https://youtu.be/P18C51x0jGQ?t=6669
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,pepsi,BW,BB,N,chimps,PS,FI,BB,https://youtu.be/P18C51x0jGQ?t=7057
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,chimps,PS,FI,BB,cobalt,FI,PS,N,https://youtu.be/P18C51x0jGQ?t=7689
Skullgirls OCE Ranbats,2019-09-27,Oceania,1,2E+ Final,Kaduseon,PC,BB,N,chimps,PS,FI,BB,https://youtu.be/P18C51x0jGQ?t=8332
Casual Matches,2019-09-28,North America,1,2E+ Final,Cuban Chris,VA,CE,BB,Wingit,PC,N,N,https://youtu.be/I4k_XVP9JlM
Casual Matches,2019-09-29,North America,1,2E,Wingit,PC,N,N,Andra ,VA,FU,EL,https://youtu.be/DxowP2oX_gw
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Lilman,PW,FI,N,FuLLBLeeD,MF,FI,BB,https://youtu.be/1W1Kos8725k
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SonicFox,FI,DB,FU,FuLLBLeeD,MF,FI,BB,https://youtu.be/9pfSNmXBUSE
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Turvon,DB,CE,BB,https://youtu.be/MtOpFcKnv3Q
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Seen Connroy,BW,BB,N,Sunset Radiance,MF,RF,N,https://youtu.be/MXE8RbOsnwI
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Fuzzy_Snugs,DB,SQ,EL,PME,RF,PW,MF,https://youtu.be/rhwTlny0h4I
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,MPGame,VA,RF,BW,gelato,CE,PS,DB,https://youtu.be/6WfeflAfWpM
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,AlcoholicRobot,BW,BB,N,FuLLBLeeD,MF,FI,BB,https://youtu.be/0T2p6wbC62I
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,gllt,PS,N,N,PME,RF,PW,MF,https://youtu.be/5snrDs3rH0s
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Rabbleflaggers,BW,PW,BB,gelato,PS,DB,CE,https://youtu.be/13RJAYXoXCg
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Turvon,DB,CE,BB,Mike Z,CE,BB,N,https://youtu.be/PgkrSLL5qss
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Fuzzy_Snugs,DB,SQ,EL,Ravioli,MF,DB,FU,https://youtu.be/o8owoNNjA98
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Warped,PW,BB,N,Sunset Radiance,MF,PW,RF,https://youtu.be/Q3M8QAEr404
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,CrunchyFrog,DB,SQ,EL,gelato,PS,DB,CE,https://youtu.be/_3TaIeREB3A
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,MPGame,VA,RF,BW,Rabbleflaggers,BW,PW,BB,https://youtu.be/949WAj6RhFU
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Adeveis,PS,SQ,BB,acfan,PW,DB,N,https://youtu.be/fn09GBDU8z8
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Liam,PS,DB,RF,ShakyFingers,RF,BB,CE,https://youtu.be/croZp4nO0PA
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,dekillsage,BW,CE,BB,acfan,PW,DB,N,https://youtu.be/S1iQWzQYeGc
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShakyFingers,RF,BB,CE,Adeveis,PS,SQ,BB,https://youtu.be/apOU4VvWZvo
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,acfan,PW,DB,N,Adeveis,PS,SQ,BB,https://youtu.be/eMawQo51z6k
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SwiftfoxDash,PC,CE,N,Cloud,VA,CE,DB,https://youtu.be/sBSL7ZbZrWU?t=356
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SonicFox,FI,DB,FU,dekillsage,BW,CE,BB,https://youtu.be/sBSL7ZbZrWU?t=1087
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Liam,PS,DB,RF,Mr Peck,PC,RF,PS,https://youtu.be/sBSL7ZbZrWU?t=1849
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,PME,RF,PW,MF,Rabbleflaggers,BW,PW,BB,https://youtu.be/sBSL7ZbZrWU?t=2606
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Mr Peck,PC,RF,PS,SwiftfoxDash,PC,CE,N,https://youtu.be/sBSL7ZbZrWU?t=3438
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,dekillsage,PS,DB,CE,PME,RF,PW,MF,https://youtu.be/sBSL7ZbZrWU?t=4413
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SonicFox,FI,DB,FU,Cloud,VA,CE,DB,https://youtu.be/sBSL7ZbZrWU?t=5128
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,dekillsage,BW,CE,BB,SwiftfoxDash,PC,CE,N,https://youtu.be/sBSL7ZbZrWU?t=5964
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,dekillsage,BW,CE,BB,SonicFox,FI,DB,FU,https://youtu.be/sBSL7ZbZrWU?t=6577
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Cloud,VA,CE,DB,SonicFox,FI,DB,FU,https://youtu.be/sBSL7ZbZrWU?t=7215
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Cloud,VA,CE,DB,SonicFox,FI,DB,FU,https://youtu.be/sBSL7ZbZrWU?t=7730
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,dekillsage,BW,CE,BB,Liam,PS,DB,RF,https://youtu.be/XHU_6wJJzyw
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Cuban Chris,VA,CE,DB,https://youtu.be/Mn9FB4YSMFk
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Cuban Chris,VA,CE,DB,https://youtu.be/a_rgk5NULa4
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Cuban Chris,VA,CE,DB,https://youtu.be/hDDlUs645b8
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Meowko,DB,N,N,Mr Peck,PC,RF,PS,https://youtu.be/YgQiOjuQuXo
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Mr Peck,PC,RF,PS,Kasparous,DB,PS,N,https://youtu.be/BzfFDahasS8
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SonicFox,FI,DB,FU,Turvon,DB,CE,BB,https://youtu.be/aQrprxPE5R0
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,SonicFox,FI,DB,FU,Mr Peck,PC,RF,PS,https://youtu.be/EFmnZ-4vidM
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Psychopath,PC,N,N,https://youtu.be/-acWc3tamKU
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,ShadeMoneh,FI,DB,FU,Turvon,DB,CE,BB,https://youtu.be/5eoStbU_Qik
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Mr Peck,PC,RF,PS,Turvon,DB,CE,BB,https://youtu.be/hSZll5kXlG8
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Fuzzy_Snugs,DB,SQ,EL,Ninjapls,VA,DB,PW,https://youtu.be/yp9P32hwbbs
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Golbat,MF,FI,N,Pickles,FI,DB,FU,https://youtu.be/v_xUMUE95b4
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Pickles,FI,DB,FU,PME,RF,PW,MF,https://youtu.be/jNrFFn1iA7M
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Pickles,FI,DB,FU,Ninjapls,VA,DB,PW,https://youtu.be/YEux7zJ7sYU
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,MPGame,VA,RF,BW,Socks,CE,DB,EL,https://youtu.be/FOqk1x_cvOE
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Cloud,VA,CE,DB,MPGame,VA,RF,BW,https://youtu.be/zU-mMegyBMk
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Cloud,VA,CE,DB,Rabbleflaggers,BW,PW,BB,https://youtu.be/LUltAGhfE8s
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Pickles,FI,DB,FU,Ravioli,MF,DB,FU,https://youtu.be/f_72XhbDbVc
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Socks,CE,DB,EL,Stuff,MF,RF,FI,https://youtu.be/OGRkhkh2D_4
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Socks,CE,DB,EL,TheCrankMachine,SQ,BB,N,https://youtu.be/N3ijQ0erygg
CEOtaku 2019,2019-09-29,North America,0,2E+ Final,Socks,CE,DB,EL,gelato,PS,DB,CE,https://youtu.be/wJFy-JhHHsE
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Kima,EL,DB,PW,Raposa,DB,BB,N,https://youtu.be/7Kx4tf0itoc?t=954s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Jorge,PC,BB,N,AdK | Will,SQ,BB,N,https://youtu.be/7Kx4tf0itoc?t=1623s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Hime,FU,DB,N,Plaxcaster,CE,BB,N,https://youtu.be/7Kx4tf0itoc?t=2224s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Shovel,PC,RF,N,Raposa,DB,BB,N,https://youtu.be/7Kx4tf0itoc?t=2745s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Acido,FI,DB,FU,Jorge,PC,BW,BB,https://youtu.be/7Kx4tf0itoc?t=3345s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Plaxcaster,CE,BB,N,Tiago,BW,CE,N,https://youtu.be/7Kx4tf0itoc?t=4259s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Acido,FI,DB,FU,Raposa,DB,BB,N,https://youtu.be/7Kx4tf0itoc?t=4833s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Jorge,PC,BW,BB,Vini,FI,PS,N,https://youtu.be/7Kx4tf0itoc?t=5416s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Telemarketing,PS,EL,DB,Jorge,PC,BW,BB,https://youtu.be/7Kx4tf0itoc?t=6161s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Plaxcaster,CE,BB,N,Acido,FI,DB,FU,https://youtu.be/7Kx4tf0itoc?t=7207s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Kima,RF,PW,DB,Raposa,DB,BB,N,https://youtu.be/7Kx4tf0itoc?t=7737s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Tiago,BW,CE,N,Jorge,PC,BW,BB,https://youtu.be/7Kx4tf0itoc?t=8503s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Jorge,PC,BW,BB,Kima,EL,DB,PW,https://youtu.be/7Kx4tf0itoc?t=9191s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Plaxcaster,CE,BB,N,Jorge,PC,BW,BB,https://youtu.be/7Kx4tf0itoc?t=9700s
Brasil Special Showdown,2019-09-29,South America,1,2E+ Final,Jorge,PC,BW,BB,Acido,FI,DB,FU,https://youtu.be/7Kx4tf0itoc?t=10532s
Skullgirls OCE Danisen,2019-09-30,Oceania,1,2E+ Final,Age,EL,DB,N,SeaJay,CE,DB,BB,https://youtu.be/3Vm3W_zV_KM
Skullgirls OCE Danisen,2019-09-30,Oceania,1,2E+ Final,Carriage,RF,N,N,Hagith,MF,BW,N,https://youtu.be/3Vm3W_zV_KM?t=960
Skullgirls OCE Danisen,2019-09-30,Oceania,1,2E+ Final,CM,CE,PW,N,cobalt,PS,FI,N,https://youtu.be/3Vm3W_zV_KM?t=2191
Skullgirls OCE Danisen,2019-09-30,Oceania,1,2E+ Final,Mao,DB,BB,PC,chimps,PS,FI,BB,https://youtu.be/3Vm3W_zV_KM?t=2776
Skullgirls OCE Danisen,2019-09-30,Oceania,1,2E+ Final,Ramsnacks,MF,PW,BB,No Funny Name,FI,CE,BB,https://youtu.be/3Vm3W_zV_KM?t=3648
Casual Matches,2019-10-01,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Demise,FI,N,N,https://youtu.be/rrtKcHEBgvA
Casual Matches,2019-10-01,North America,1,2E,Wingit,PC,N,N,Ruk-Ruk,VA,N,N,https://youtu.be/pjYbgY79-24
Casual Matches,2019-10-02,North America,1,2E+ Final,Wingit,PC,N,N,Renagade Cat,FI,DB,N,https://youtu.be/K4xKwy4cbo0
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,THEWARHOG BB YT,BW,RF,N,Carriage,RF,N,N,https://youtu.be/OHJjrlLgO24?t=1589
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,cobalt,PS,FI,N,Crazy Diamond,VA,CE,N,https://youtu.be/OHJjrlLgO24?t=1962
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,Luminum,VA,EL,N,Jetfantastic,BB,N,N,https://youtu.be/OHJjrlLgO24?t=2622
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,Hagith,MF,BW,N,https://youtu.be/OHJjrlLgO24?t=2917
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,chimps,FI,N,N,Carriage,RF,N,N,https://youtu.be/OHJjrlLgO24?t=3552
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,Age,MF,FI,N,Luminum,VA,EL,N,https://youtu.be/OHJjrlLgO24?t=4111
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,chimps,PS,FI,BB,https://youtu.be/OHJjrlLgO24?t=4851
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,Age,DB,CE,PC,Crazy Diamond,VA,CE,BB,https://youtu.be/OHJjrlLgO24?t=5494
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,Carriage,RF,N,N,Age,FU,PC,N,https://youtu.be/OHJjrlLgO24?t=6564
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,Crazy Diamond,VA,CE,N,https://youtu.be/OHJjrlLgO24?t=7129
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,chimps,PS,FI,BB,Age,BW,PW,BB,https://youtu.be/OHJjrlLgO24?t=7672
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,chimps,PS,FI,BB,Crazy Diamond,VA,CE,N,https://youtu.be/OHJjrlLgO24?t=8335
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,Crazy Diamond,VA,CE,N,SeaJay,CE,DB,BB,https://youtu.be/OHJjrlLgO24?t=9001
Skullgirls OCE Ranbats,2019-10-04,Oceania,1,2E+ Final,SeaJay,CE,DB,BB,Crazy Diamond,VA,CE,N,https://youtu.be/OHJjrlLgO24?t=9760
Casual Matches,2019-10-05,North America,1,2E,Wingit,PC,N,N,Ruk-Ruk ,VA,N,N,https://youtu.be/ewKiLw7-HJA
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,Sweetpea,VA,CE,FU,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=16
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,Varianth,PS,PW,N,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=1029
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,GTRR | Rabbleflaggers,BW,PW,BB,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=1783
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,BucYoyo,SQ,CE,DB,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=2660
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,iControl,VA,CE,DB,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=4136
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,gelato,PS,DB,CE,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=4956
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,NAP | PleasureThatCutsWind,CE,EL,BB,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=6038
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,MPGame,VA,RF,BW,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=7050
"Kumite, Bonanze",2019-10-05,North America,1,2E+ Final,WingZero,FI,DB,PS,Bonanze,BW,DB,CE,https://youtu.be/mDSck7xDt3g?t=8643
