Event,Date,Region,Netplay,Version,P1Name,P1Char1,P1Char2,P1Char3,P2Name,P2Char1,P2Char2,P2Char3,URL
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,ezkr,PS,SQ,VA,Greenhood,EL,AN,RF,https://www.youtube.com/watch?v=UZofic5MC-U&t=41m58s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,RamenKid08,PC,SQ,N,Gojirark,VA,BD,BB,https://www.youtube.com/watch?v=UZofic5MC-U&t=57m46s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,karate jesus,BW,N,N,Greenhood,SQ,RF,EL,https://www.youtube.com/watch?v=UZofic5MC-U&t=1h12m50s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Aroomelia Watson,AN,DB,BW,Hagith,MF,BW,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=1h24m28s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,RamenKid08,PC,SQ,N,Hagith,MF,BW,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=1h45m56s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,SketchyFish,PS,N,N,Hagith,MF,BW,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=2h4m38s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Aroomelia Watson,AN,DB,BW,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=2h13m4s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Jafferboof,BW,BB,N,Murix,BB,EL,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=2h30m26s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Jafferboof,BW,BB,N,Perple,FI,DB,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=2h39m49s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Jafferboof,BW,BB,N,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=2h54m44s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,ezkr,PS,SQ,VA,karate jesus,BW,N,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=3h3m5s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,Perple,FI,N,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=3h17m26s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Perple,FI,N,N,Pixley,UM,AN,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=3h31m14s
Skullgirls OCE Danisen,2023-10-09,Oceania,1,Black Dahlia Patch,Perple,DB,FI,N,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=UZofic5MC-U&t=3h45m55s
Drowning Pools 2023,2023-10-07,Europe,0,Black Dahlia Patch,Lab,BW,RF,BB,Sailor Steam,EL,SQ,BB,https://www.youtube.com/watch?v=78Tv91m8zTM&t=2m2s
Drowning Pools 2023,2023-10-07,Europe,0,Black Dahlia Patch,Curly,FI,CE,PS,Skarfelt,SQ,AN,FI,https://www.youtube.com/watch?v=78Tv91m8zTM&t=11m8s
Drowning Pools 2023,2023-10-07,Europe,0,Black Dahlia Patch,Sailor Steam,EL,SQ,BB,Skarfelt,SQ,AN,FI,https://www.youtube.com/watch?v=78Tv91m8zTM&t=27m16s
Drowning Pools 2023,2023-10-07,Europe,0,Black Dahlia Patch,Sailor Steam,EL,SQ,BB,Lab,BW,RF,BB,https://www.youtube.com/watch?v=78Tv91m8zTM&t=36m20s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,socity,VA,AN,N,Hagith,MF,BW,N,https://www.youtube.com/watch?v=2xlM72yiiPo&t=14m37s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Aeiry,UM,AN,BB,Gojirark,VA,BD,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=21m10s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,ezkr,PS,SQ,VA,SeaJay,VA,CE,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=31m24s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Aeiry,UM,AN,BB,Drip,MF,RF,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=40m5s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,socity,VA,AN,N,SeaJay,VA,CE,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=50m18s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,No Funny Name,FI,CE,BB,ezkr,PS,SQ,VA,https://www.youtube.com/watch?v=2xlM72yiiPo&t=54m33s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,SeaJay,VA,CE,BB,Beetron,PS,BD,EL,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h0m29s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,No Funny Name,FI,CE,BB,Aeiry,UM,AN,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h6m0s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Drip,MF,RF,BB,SeaJay,VA,CE,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h15m50s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Drip,MF,RF,BB,Gojirark,VA,BD,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h21m35s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Drip,MF,RF,BB,Aeiry,UM,AN,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h27m55s
Skullgirls OCE Quickbats,2023-10-06,Oceania,1,Black Dahlia Patch,Aeiry,UM,AN,BB,No Funny Name,FI,CE,BB,https://www.youtube.com/watch?v=2xlM72yiiPo&t=1h38m31s
Skullgirls OCE Newbbats,2023-10-05,Oceania,1,Black Dahlia Patch,TenetDragon,PC,CE,N,socity,VA,AN,N,https://www.youtube.com/watch?v=3IqZdLW0o04&t=31m45s
Skullgirls OCE Newbbats,2023-10-05,Oceania,1,Black Dahlia Patch,Perple,EL,AN,N,Arcccck,MF,RF,N,https://www.youtube.com/watch?v=3IqZdLW0o04&t=46m33s
Skullgirls OCE Newbbats,2023-10-05,Oceania,1,Black Dahlia Patch,FishBat,BD,PW,FU,TenetDragon,PC,CE,N,https://www.youtube.com/watch?v=3IqZdLW0o04&t=59m20s
Skullgirls OCE Newbbats,2023-10-05,Oceania,1,Black Dahlia Patch,PixelAtion,BB,RF,N,FishBat,BD,PW,FU,https://www.youtube.com/watch?v=3IqZdLW0o04&t=1h17m1s
Skullgirls OCE Newbbats,2023-10-05,Oceania,1,Black Dahlia Patch,FishBat,BD,PW,FU,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=3IqZdLW0o04&t=1h30m36s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,chimps,FI,BB,N,Greenhood,EL,AN,RF,https://www.youtube.com/watch?v=FNVR7vZGLPg
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,ComicBookGuy,MF,BD,DB,free food,BW,RF,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=12m54s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,ComicBookGuy,MF,BD,FI,Hagith,MF,BW,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=27m2s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,RamenKid08,PC,SQ,N,ComicBookGuy,MF,BD,FI,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=38m47s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Jafferboof,MF,SQ,N,ComicBookGuy,MF,BD,FI,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=52m24s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Drip,FI,AN,RF,Greenhood,SQ,RF,EL,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h1m45s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Drip,FI,AN,RF,karate jesus,BW,N,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h12m7s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,ezkr,PS,SQ,VA,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h20m22s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Jafferboof,MF,SQ,N,ezkr,PS,SQ,VA,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h33m32s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,free food,BW,RF,N,Genja,BB,N,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h42m26s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,free food,BW,RF,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=1h49m3s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,free food,BW,RF,N,Murix,BB,EL,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=2h4m24s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Pixley,UM,AN,RF,Gojirark,VA,CE,BB,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=2h15m19s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Greenhood,EL,AN,RF,Gojirark,VA,BD,BB,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=2h27m54s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Greenhood,EL,AN,RF,Beetron,PS,BD,EL,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=2h50m2s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,Genja,BB,N,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=3h7m53s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,RamenKid08,PC,UM,SQ,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=3h15m18s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,Pixley,UM,AN,RF,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=3h33m43s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Hagith,MF,BW,N,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=3h57m25s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,topgear,DB,FI,N,Hagith,MF,BW,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=4h4m54s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Frontier Dustice,VA,RF,BB,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=4h17m55s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Jafferboof,BW,BB,N,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=4h27m50s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,SketchyFish,PS,N,N,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=4h40m43s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,topgear,DB,FI,N,RamenKid08,PC,SQ,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=4h50m15s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Murix,BB,EL,N,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=5h3m54s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,No Funny Name,FI,CE,BB,Beetron,PS,BD,EL,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=5h17m47s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Greenhood,EL,AN,RF,No Funny Name,FI,CE,BB,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=5h29m22s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Pika_Bat,CE,SQ,BB,Aeiry,UM,AN,BB,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=5h40m47s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,Pixley,UM,AN,N,Frontier Dustice,VA,RF,BB,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=5h53m23s
Skullgirls OCE Danisen,2023-10-02,Oceania,1,Black Dahlia Patch,SketchyFish,PS,N,N,topgear,DB,FI,N,https://www.youtube.com/watch?v=FNVR7vZGLPg&t=6h7m32s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,SeaJay,VA,CE,BB,Hagith,MF,BW,N,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=19m28s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,karate jesus,BW,N,N,Pika_Bat,CE,SQ,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=28m49s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,SeaJay,VA,CE,BB,Afince,DB,CE,N,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=36m47s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Greenhood,EL,AN,RF,Drip,FI,AN,RF,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=49m1s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Gojirark,CE,BD,BB,SeaJay,VA,CE,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=58m2s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Greenhood,EL,AN,RF,Afince,DB,CE,N,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=1h10m52s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,No Funny Name,FI,CE,BB,Pika_Bat,CE,SQ,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=1h20m57s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,SeaJay,VA,CE,BB,Drip,FI,AN,RF,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=1h35m6s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Afince,DB,CE,N,No Funny Name,FI,CE,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=1h47m3s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Drip,FI,AN,RF,Pika_Bat,CE,SQ,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=2h1m47s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Drip,FI,AN,RF,Greenhood,EL,AN,RF,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=2h11m10s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Drip,FI,AN,RF,No Funny Name,FI,CE,BB,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=2h19m42s
Skullgirls OCE Ranbats,2023-09-29,Oceania,1,Black Dahlia Patch,Afince,DB,CE,N,Drip,FI,AN,RF,https://www.youtube.com/watch?v=e9w3uBJt_rg&t=2h28m27s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Ryuki,DB,FU,N,Meta Moyai,VA,DB,N,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=23s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,GoldenTw1g,BD,CE,PW,emi,SQ,BB,N,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=12m10s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Seen Connroy,BW,CE,BB,Cico,PS,FI,DB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=20m47s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Josey,PC,UM,BB,Professor Lex,RF,PW,EL,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=30m5s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Seen Connroy,BW,CE,BB,Nope.avi,PC,DB,UM,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=46m47s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Swiftfox-Dash,PC,CE,N,05mario,FI,FU,BB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=56m10s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Josey,PC,UM,BB,Triviality,PC,RF,SQ,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=1h5m12s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,KomodoSwagDragon,MF,AN,BB,iControl,VA,CE,DB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=1h14m10s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Swiftfox-Dash,PC,CE,N,Nope.avi,PC,DB,UM,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=1h26m52s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,KomodoSwagDragon,MF,AN,BB,Triviality,PC,RF,SQ,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=1h38m30s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Seen Connroy,BW,CE,BB,JasonFGC,FI,AN,BB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=1h55m25s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Stelskii,UM,CE,N,iControl,VA,CE,DB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=2h8m36s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Seen Connroy,BW,CE,BB,Triviality,PC,RF,SQ,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=2h18m46s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Nope.avi,PC,DB,UM,iControl,VA,CE,DB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=2h27m42s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Swiftfox-Dash,PC,CE,N,KomodoSwagDragon,MF,AN,BB,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=2h40m48s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Nope.avi,PC,DB,UM,Triviality,PC,RF,SQ,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=2h48m10s
Mix Masters Online #44,2023-09-29,North America,1,Black Dahlia Patch,Swiftfox-Dash,PC,CE,N,Triviality,PC,RF,SQ,https://www.youtube.com/watch?v=sC7yiUP6Mz4&t=3h2m22s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,Insendo,VA,N,N,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=25m30s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,Dringo,SQ,CE,FI,Frontier Dustice,VA,RF,BB,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=31m41s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,Genja,BB,N,N,RamenKid08,UM,N,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=36m48s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,Frontier Dustice,VA,RF,BB,Arcccck,MF,RF,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=45m5s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,Perple,AN,N,N,Insendo,VA,N,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=59m11s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,socity,VA,AN,N,SketchyFish,PS,N,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=1h17m6s
Skullgirls OCE Newbbats,2023-09-28,Oceania,1,Black Dahlia Patch,socity,VA,AN,N,Afince,VA,AN,N,https://www.youtube.com/watch?v=ZZ8ngM-gbPs&t=1h29m14s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Phalangs,BB,N,N,BuzzerZero,MF,N,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=5s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Phalangs,BB,N,N,Reb46,BW,FU,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=1m22s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Kerby,MF,AN,N,Reb46,BW,FU,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=2m59s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Bombad,MF,PW,CE,Reb46,BW,FU,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=5m3s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Ippolit,MF,AN,FU,Reb46,BW,FU,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=8m27s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Ippolit,MF,AN,FU,Lila,DB,FI,CE,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=10m29s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Mag1c,PC,FI,UM,Lila,DB,FI,CE,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=13m10s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Magic,MF,CE,BB,Lila,DB,FI,CE,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=15m41s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Magic,MF,CE,BB,Sanji,BB,PC,BW,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=18m30s
viennality 2k23 Team Battle,2023-09-24,Europe,0,Black Dahlia Patch,Magic,MF,CE,BB,Bigtonney,SQ,N,N,https://www.youtube.com/watch?v=0CkNKb0-DwM&t=21m28s
viennality 2k23,2023-09-24,Europe,0,Black Dahlia Patch,Magic,MF,CE,BB,Bigtonney,SQ,N,N,https://www.youtube.com/watch?v=OHoMyDHznZw&t=3m3s
viennality 2k23,2023-09-24,Europe,0,Black Dahlia Patch,Lila,DB,FI,CE,Phalangs,BB,N,N,https://www.youtube.com/watch?v=OHoMyDHznZw&t=18m31s
viennality 2k23,2023-09-24,Europe,0,Black Dahlia Patch,Bigtonney,SQ,BB,N,Lila,DB,FI,CE,https://www.youtube.com/watch?v=OHoMyDHznZw&t=30m20s
viennality 2k23,2023-09-24,Europe,0,Black Dahlia Patch,Bigtonney,SQ,N,N,Magic,MF,CE,BB,https://www.youtube.com/watch?v=OHoMyDHznZw&t=40m32s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,NinjaPls,VA,AN,DB,ShadeMoneh,RF,FI,AN,https://www.youtube.com/watch?v=NVBRidSen7E&t=1m10s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,LatinoFlava,VA,PS,CE,FuLLBLeeD,MF,BB,EL,https://www.youtube.com/watch?v=NVBRidSen7E&t=11m49s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Mark Fafnir,MF,AN,SQ,Swergin,DB,PS,UM,https://www.youtube.com/watch?v=NVBRidSen7E&t=21m17s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Seen Connroy,BW,CE,BB,Socks,CE,DB,EL,https://www.youtube.com/watch?v=NVBRidSen7E&t=30m58s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,dekillsage,FI,BB,CE,gelato,PS,DB,CE,https://www.youtube.com/watch?v=NVBRidSen7E&t=43m20s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Cloud,VA,DB,CE,BicepsAtMid,FI,CE,AN,https://www.youtube.com/watch?v=NVBRidSen7E&t=51m30s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Seen Connroy,BW,CE,BB,Swergin,PS,DB,UM,https://www.youtube.com/watch?v=NVBRidSen7E&t=1h2m34s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,FuLLBLeeD,MF,BB,EL,ShadeMoneh,RF,FI,AN,https://www.youtube.com/watch?v=NVBRidSen7E&t=1h15m50s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Swergin,PS,DB,UM,BicepsAtMid,FI,AN,CE,https://www.youtube.com/watch?v=NVBRidSen7E&t=1h30m15s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,ShadeMoneh,RF,FI,AN,gelato,PS,DB,CE,https://www.youtube.com/watch?v=NVBRidSen7E&t=1h38m11s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,dekillsage,FI,CE,BB,Cloud,VA,CE,DB,https://www.youtube.com/watch?v=NVBRidSen7E&t=1h53m45s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,gelato,PS,DB,CE,BicepsAtMid,FI,AN,CE,https://www.youtube.com/watch?v=NVBRidSen7E&t=2h2m56s
CEOtaku 2023,2023-09-23,North America,0,Black Dahlia Patch,Cloud,MF,PW,BB,dekillsage,FI,CE,BB,https://www.youtube.com/watch?v=NVBRidSen7E&t=2h10m46s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,CrispyWill,UM,AN,N,Decim,BD,CE,BB,https://www.youtube.com/watch?v=1a6p2vB4OFQ
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,AaronCube,UM,N,N,Copyright,VA,SQ,RF,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=7m42s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,Ziad,PC,SQ,AN,T1FF4NY,EL,DB,BB,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=13m31s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,oddberry,FI,UM,BB,stelskii,UM,CE,N,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=19m40s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,ShakyFingers,CE,BB,N,KomodoSwagDragon,MF,AN,RF,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=24m18s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,FuLLBLeeD,MF,EL,N,Swiftfox-Dash,PC,CE,N,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=32m19s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,Nope.avi,PC,DB,UM,T1FF4NY,EL,DB,BB,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=37m22s
Mix Masters Online #43,2023-09-23,North America,1,Marie Patch,Cloud,VA,CE,DB,oddberry,FI,UM,BB,https://www.youtube.com/watch?v=1a6p2vB4OFQ&t=47m24s
